,id_str,created_at,full_text,sentiment,sentiment_label,sentiment_score
249,1484234357795606534,2022-01-20 18:40:21+00:00, watching a movie with amber heard in it means i'm putting money in her pocket - a known abuser - who didn't donate money to sick kids like she claimed. no thanks!,"[{'label': 'Negative', 'score': 0.906075656414032}]",Negative,0.906075656414032
250,1484230429217538061,2022-01-20 18:24:44+00:00,"  i came here just for this tweet. thank you.

#amberheardisaliar #justiceforjohnnydepp","[{'label': 'Positive', 'score': 0.837152361869812}]",Positive,0.837152361869812
251,1484056813725274112,2022-01-20 06:54:51+00:00, avatar yes!!! amber heard?! he'll no,"[{'label': 'Positive', 'score': 0.5929165482521057}]",Positive,0.5929165482521057
252,1484037671991218181,2022-01-20 05:38:47+00:00, i’m only gonna be watching the latter because that doesn’t have amber heard in it and it’ll be better written and put together,"[{'label': 'Neutral', 'score': 0.5697874426841736}]",Neutral,0.5697874426841736
253,1486704001089425417,2022-01-27 14:13:50+00:00," if you pay to watch aquaman 2 a movie that endorses liar amber heard, a person who lied about donating 7 millions to sick children in order to get good pr and look good, you are seriously messed up in the head. think about that. #amberheardisaliar https://t.co/mskscbg9ct","[{'label': 'Negative', 'score': 0.9258090853691101}]",Negative,0.9258090853691101
254,1486790932229984257,2022-01-27 19:59:16+00:00, boycott warner bros. boycott amber heard.,"[{'label': 'Negative', 'score': 0.7804393768310547}]",Negative,0.7804393768310547
255,1487278549706944513,2022-01-29 04:16:53+00:00, i’ll be seeing avatar 2 and boycotting anything with amber heard.,"[{'label': 'Negative', 'score': 0.7917885184288025}]",Negative,0.7917885184288025
256,1485874109800235010,2022-01-25 07:16:08+00:00, avatar 2 cause ain’t no way i am watching anything with amber heard in it,"[{'label': 'Negative', 'score': 0.8120023012161255}]",Negative,0.8120023012161255
257,1485855892587356164,2022-01-25 06:03:45+00:00," the movie have  amber heard,  so i will not pay money to watch this movie🙃","[{'label': 'Negative', 'score': 0.8659834265708923}]",Negative,0.8659834265708923
258,1485140101969723397,2022-01-23 06:39:27+00:00, i will never watch anything that amber heard is in. ever!,"[{'label': 'Negative', 'score': 0.8660286664962769}]",Negative,0.8660286664962769
259,1517329699290361856,2022-04-22 02:29:25+00:00, kick out amber heard!,"[{'label': 'Neutral', 'score': 0.8247714042663574}]",Neutral,0.8247714042663574
